user,Subject,text
steinberger_l,Donald Trump," Thank you Blue Bell! Five days from now, we’re going to win Pennsylvania -– and we’re going to win four more years for t…"
lifeisgoodform,Donald Trump,No shocker there.A 64-page document that was later disseminated by close associates of President Donald Trump appears…
vader0531,Donald Trump,All this does is give more votes for Donald TrumpDemocrats have lost the middle by acting completely out of their damn…
Rajapuri03,Donald Trump," Trump is going to try to make his re-election his final giant con, losing the election but keeping the presidency. Massive l…"
KmicchKevin,Donald Trump,Donald Trump has gotten:-$885 million in subsidies for his real estate empire-$287 million of his debt canceled-A $72.9…
Lisaann1000,Donald Trump,BREAKING: #Philadelphia firefighters union votes to uphold endorsement of President Donald J Trump
DrNat01,Donald Trump,This is what Donald John Trump did. He’s destroying our democracy
williapm,Donald Trump," Coming tomorrow: official release of my collection of original songs, “The Many Moods Of Donald Trump”, my tribute to…"
RichardChaby,Donald Trump,Democrat nightmare: The daily Rasmussen Reports poll that tracks black support for Donald Trump shows the president sitt…
AmyJAudet,Donald Trump,At the precise moment Donald Trump was impeached for expressing concern about potential Hunter Biden corruption in Ukraine…
570Karen,Donald Trump," The Economist’s Zanny Minton Beddoes:“If we have another four years of Donald Trump, the America that the world has come to se…"
shepshep2112,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…"
cindywallace22,Donald Trump," ...Still reporter has asked Donald Trump on camera why his top advisor, Stephen Miller, is flashing a WHITE POWER sign in t…"
navneet1109,Donald Trump," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
AdamJKass,Donald Trump,Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
realnewsrealnfo,Donald Trump,5. There's Trump's own considerable business interests in Turkey.
LauraJaneSH,Donald Trump,"    I’m with you! I, as a Christian, am shocked and amazed how any… "
kbartness,Donald Trump,83 million people will vote for Joe Biden. 69 million will vote for Donald Trump. Joe Biden will be the next Preside…
AriesFTM1976,Donald Trump,Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
RichardChaby,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
AlligatorPurse,Donald Trump," Don Jr. says COVID deaths are ""almost nothing"" on day 1,000-plus die  "
CoolKidPDX,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
eastvillagetwt,Donald Trump,Remember... it’s not just Donald Trump being voted out.... it’s his entire family and garbage administration that’ll be ki…
Lnonblonde,Donald Trump,Donald Trump promised he would:❌ Make Mexico pay for his wall❌ Announce a health care plan❌ Pass an infrastructure bill…
MissDeanna201,Donald Trump,"  Donald Trump refuses to cover the fact that today the USA registered around 90,000 news cases of COVID19!…"
AdamJKass,Donald Trump,Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
cpc_yes,Donald Trump,Wanted: assessment of why Bush-era war criminals are suddenly the darlings of the Rachel Maddow #Resistance-and-smart glasses…
Himalaya_Farmer,Donald Trump,The normalization of relations between Sudan and Israel will improve regional security and unlock new opportunities for the…
DanielleWhela11,Donald Trump,"  I don’t want Hunter Biden’s laptop. I want Donald Trump’s taxes, his medical records, Ivanka’s and Jared…"
ramman41,Donald Trump,. on Lil Wayne endorsing Trump: “I’m really sick of you gremlin degenerates who come out here and push…
SusanHoven,Donald Trump,. on Lil Wayne endorsing Trump: “I’m really sick of you gremlin degenerates who come out here and push…
socalfields,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
tonymastria,Donald Trump,Donald Trump has not seen it as his duty to represent the majority of Americans who did not vote for him. Joe Biden would…
TomShafShafer,Donald Trump,It's all transactional.From 2015:Donald Trump Unveils Jack Nicklaus Villa At Tru…
FLHCGlenRock,Donald Trump,Donald Trump Courts Senior Citizen Vote by Nearly Freezing Half a Dozen to Death
kckitty,Donald Trump,"Alan Alda Speaks Out Against Donald Trump’s Willful Denial Of Science In The COVID-Era: “At This Moment, We Are All… "
elmercc2,Donald Trump,Donald Trump is on track to become the worst jobs president in modern American history.
RebeccaCokley,Donald Trump," Essential reading on Covid-19 from . The pandemic has been relentless among Latinos in South Texas, which…"
mslinnie325,Donald Trump,Mainstream media and their friends in Silicon Valley have covered up and actively suppressed the Hunter Biden corruption…
birdintexas,Donald Trump," The same people who are outraged at AOC for slipping into a borrowed $14,000 outfit for a Vanity Fair photo shoot are…"
MileenKirkpatr3,Donald Trump,"It’s 2:30 in the morning and Donald Trump is completely melting down now. Pathetic, and clear evidence he’s unfit t… "
BigDonTee,Donald Trump," Wall Street drops  in favor of ""Not only are markets betting on Biden for now — they seem to fav…"
RexKwonDo92,Donald Trump,Tbh even the most far left Twitter users like Young Turks are no where near as popular on the site as…
Qwarktastic2,Donald Trump,NEW VIDEO: The U.S. is the oldest continuous democracy in the world. Trump is the first president in history to refuse…
jimbobvanl,Donald Trump," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
JustinCaffey_,Donald Trump," UFC Star: Donald Trump Wins Super Bowls, Joe Biden Has 'Never Won A F**king Game' "
JodiLenise,Donald Trump,Y’all favorite rapper sat on Donald Trump’s lap yesterday? Mine did not.
JanosSasvari,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
WilliamsHcq,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
TheNewsIsBroken,Donald Trump,Opinion | Is President Donald Trump a Flight Risk?   via  My Opinion: Hell yes
1913hilltop,Donald Trump,Donald Trump has proven time and time again that he is incapable of leading our country through this crisis.
thomasfletchers,Donald Trump,Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
rgrstamm,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…"
TexRangers325,Donald Trump,Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
HernandezMA5,Donald Trump," Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott…"
urLIFEwillBLOOM,Donald Trump," Trump is going to try to make his re-election his final giant con, losing the election but keeping the presidency. Massive l…"
jacdr22,Donald Trump,At the precise moment Donald Trump was impeached for expressing concern about potential Hunter Biden corruption in Ukraine…
JamesRi59141921,Donald Trump,Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
CDonatac,Donald Trump,Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
rgoalierob,Donald Trump,Nicklaus may have been a great golfer but he’s much more proficient at flushing his reputation straight the fuck down the s…
LotusJ,Donald Trump," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
SeaRavenPress,Donald Trump," Thank you to Dave Rubin, author of “Don’t Burn This Book”, just announced on  that he is voting for your…"
lula_reh,Donald Trump," Excuse my language, but...I can not believe that any American is ready to take up arms and kill other Americans over…"
LotoBoho,Donald Trump,This is the result of Donald Trump's immigration plan.
tjb207,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…"
Patta47cake,Donald Trump,There’s a reason Donald Trump Jr. never pushes back on his cocaine usage
satyrdrcj42,Donald Trump," I support Donald Trump, do you?"
Marty_Grund,Donald Trump," I believe in science.Donald Trump doesn't.It's that simple, folks."
FIERCEDEFENDER1,Donald Trump,Donald Trump is on track to become the worst jobs president in modern American history.
AmyJAudet,Donald Trump,The FBI was investigating Hunter Biden's overseas business deals in December 2019 while Donald Trump was being impeached…
katey_krc,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…"
DeniseEngle7,Donald Trump,This is not an issue of telling people who they should…
Raul_canelo,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…"
YouMadBrooX3,Donald Trump,Donald Trump is #AmericasGreatestMistake
ScienceNotMAGA,Donald Trump,The pandemic has killed Americans and plenty of jobs. Donald Trump takes no accountability for this. Not everyone in oil…
KeithDowney,Donald Trump,Show this clip to all of the people you know who support Donald Trump and claim he isn’t a racist.Decades of documentatio…
Mediaverse,Donald Trump," Beyond the Supreme Court, not only has President Donald Trump appointed judges at a quicker pace than his predecessor, he’s…"
tmariello57,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…"
erose317,Donald Trump,#FailureInChief   Donald Trump worst US President ever. Congrats you are the greatest failure ever…
walvr82,Donald Trump," Donald Trump is trying to trend this, so let’s try #TrumpCrimeFamily instead."
DorsonMichael,Donald Trump," Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott…"
TaxiArchMichael,Donald Trump,Pollak: 11 Shining Successes of President Donald Trump‘s First Term  via
AMLPeterson,Donald Trump,Donald Trump has not seen it as his duty to represent the majority of Americans who did not vote for him. Joe Biden would…
sexytricia,Donald Trump,Donald Trump is on track to become the worst jobs president in modern American history.
Crumlinfinglas,Donald Trump," Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott…"
